4.13E+03,4.07E+03,4.10E+03,4.22E+03,4.61E+03,4.06E+03,4.31E+03,4.34E+03,4.41E+03,4.05E+03,4.72E+03,4.72E+03,4.69E+03,4.70E+03,8.00E+00
4.13E+03,4.07E+03,4.10E+03,4.22E+03,4.61E+03,4.06E+03,4.31E+03,4.34E+03,4.41E+03,4.05E+03,4.72E+03,4.72E+03,4.69E+03,4.69E+03,8.00E+00
4.12E+03,4.06E+03,4.10E+03,4.20E+03,4.61E+03,4.05E+03,4.31E+03,4.33E+03,4.40E+03,4.04E+03,4.73E+03,4.71E+03,4.68E+03,4.68E+03,8.00E+00
4.12E+03,4.05E+03,4.10E+03,4.21E+03,4.61E+03,4.05E+03,4.31E+03,4.33E+03,4.40E+03,4.04E+03,4.75E+03,4.71E+03,4.68E+03,4.68E+03,8.00E+00
4.13E+03,4.06E+03,4.10E+03,4.21E+03,4.61E+03,4.06E+03,4.31E+03,4.34E+03,4.41E+03,4.04E+03,4.78E+03,4.72E+03,4.69E+03,4.69E+03,8.00E+00
4.13E+03,4.06E+03,4.11E+03,4.22E+03,4.62E+03,4.06E+03,4.32E+03,4.35E+03,4.42E+03,4.05E+03,4.82E+03,4.72E+03,4.69E+03,4.69E+03,8.00E+00
4.13E+03,4.06E+03,4.11E+03,4.21E+03,4.62E+03,4.07E+03,4.33E+03,4.35E+03,4.41E+03,4.05E+03,4.87E+03,4.72E+03,4.70E+03,4.69E+03,8.00E+00
4.13E+03,4.06E+03,4.11E+03,4.22E+03,4.62E+03,4.08E+03,4.33E+03,4.35E+03,4.42E+03,4.05E+03,4.91E+03,4.72E+03,4.69E+03,4.69E+03,8.00E+00
4.13E+03,4.06E+03,4.11E+03,4.22E+03,4.62E+03,4.07E+03,4.33E+03,4.35E+03,4.42E+03,4.05E+03,4.96E+03,4.72E+03,4.69E+03,4.69E+03,8.00E+00
4.13E+03,4.06E+03,4.11E+03,4.22E+03,4.62E+03,4.08E+03,4.34E+03,4.35E+03,4.42E+03,4.05E+03,5.00E+03,4.72E+03,4.69E+03,4.68E+03,8.00E+00
4.13E+03,4.05E+03,4.11E+03,4.22E+03,4.62E+03,4.08E+03,4.34E+03,4.35E+03,4.43E+03,4.05E+03,5.04E+03,4.72E+03,4.69E+03,4.68E+03,8.00E+00
4.12E+03,4.05E+03,4.11E+03,4.21E+03,4.62E+03,4.07E+03,4.33E+03,4.35E+03,4.42E+03,4.05E+03,5.07E+03,4.72E+03,4.68E+03,4.68E+03,8.00E+00
4.12E+03,4.04E+03,4.11E+03,4.20E+03,4.61E+03,4.06E+03,4.33E+03,4.35E+03,4.42E+03,4.05E+03,5.10E+03,4.72E+03,4.68E+03,4.67E+03,8.00E+00
4.12E+03,4.04E+03,4.11E+03,4.21E+03,4.62E+03,4.06E+03,4.34E+03,4.35E+03,4.42E+03,4.05E+03,5.12E+03,4.71E+03,4.67E+03,4.67E+03,8.00E+00
4.13E+03,4.04E+03,4.11E+03,4.21E+03,4.61E+03,4.07E+03,4.33E+03,4.35E+03,4.42E+03,4.05E+03,5.16E+03,4.71E+03,4.67E+03,4.67E+03,8.00E+00
4.13E+03,4.04E+03,4.11E+03,4.21E+03,4.61E+03,4.06E+03,4.33E+03,4.34E+03,4.42E+03,4.04E+03,5.19E+03,4.71E+03,4.67E+03,4.67E+03,8.00E+00
4.12E+03,4.03E+03,4.11E+03,4.21E+03,4.61E+03,4.06E+03,4.33E+03,4.34E+03,4.41E+03,4.03E+03,5.23E+03,4.71E+03,4.66E+03,4.66E+03,8.00E+00
4.12E+03,4.03E+03,4.10E+03,4.21E+03,4.61E+03,4.06E+03,4.33E+03,4.34E+03,4.41E+03,4.03E+03,5.28E+03,4.71E+03,4.66E+03,4.66E+03,8.00E+00
4.12E+03,4.04E+03,4.10E+03,4.20E+03,4.61E+03,4.06E+03,4.32E+03,4.34E+03,4.41E+03,4.04E+03,5.33E+03,4.72E+03,4.66E+03,4.67E+03,8.00E+00
4.12E+03,4.03E+03,4.11E+03,4.20E+03,4.61E+03,4.06E+03,4.32E+03,4.34E+03,4.42E+03,4.04E+03,5.38E+03,4.72E+03,4.67E+03,4.67E+03,8.00E+00
4.13E+03,4.03E+03,4.11E+03,4.20E+03,4.61E+03,4.06E+03,4.32E+03,4.34E+03,4.42E+03,4.04E+03,5.42E+03,4.72E+03,4.67E+03,4.68E+03,8.00E+00
4.13E+03,4.03E+03,4.11E+03,4.21E+03,4.61E+03,4.06E+03,4.33E+03,4.34E+03,4.43E+03,4.05E+03,5.45E+03,4.73E+03,4.67E+03,4.68E+03,8.00E+00
4.14E+03,4.03E+03,4.11E+03,4.21E+03,4.61E+03,4.05E+03,4.32E+03,4.34E+03,4.43E+03,4.05E+03,5.47E+03,4.73E+03,4.67E+03,4.69E+03,8.00E+00
4.13E+03,4.04E+03,4.11E+03,4.21E+03,4.61E+03,4.05E+03,4.32E+03,4.34E+03,4.43E+03,4.04E+03,5.48E+03,4.72E+03,4.67E+03,4.68E+03,8.00E+00
4.13E+03,4.04E+03,4.11E+03,4.21E+03,4.61E+03,4.06E+03,4.33E+03,4.34E+03,4.43E+03,4.04E+03,5.48E+03,4.71E+03,4.66E+03,4.67E+03,8.00E+00
4.12E+03,4.03E+03,4.10E+03,4.21E+03,4.61E+03,4.06E+03,4.33E+03,4.34E+03,4.43E+03,4.04E+03,5.48E+03,4.71E+03,4.65E+03,4.67E+03,8.00E+00
4.13E+03,4.04E+03,4.10E+03,4.20E+03,4.61E+03,4.06E+03,4.32E+03,4.34E+03,4.43E+03,4.04E+03,5.47E+03,4.72E+03,4.67E+03,4.68E+03,8.00E+00
4.14E+03,4.04E+03,4.10E+03,4.21E+03,4.61E+03,4.06E+03,4.32E+03,4.34E+03,4.43E+03,4.05E+03,5.41E+03,4.72E+03,4.69E+03,4.69E+03,8.00E+00
4.13E+03,4.03E+03,4.10E+03,4.20E+03,4.61E+03,4.06E+03,4.32E+03,4.34E+03,4.43E+03,4.05E+03,5.35E+03,4.72E+03,4.69E+03,4.70E+03,8.00E+00
4.13E+03,4.03E+03,4.09E+03,4.20E+03,4.60E+03,4.05E+03,4.32E+03,4.34E+03,4.43E+03,4.05E+03,5.32E+03,4.72E+03,4.70E+03,4.70E+03,8.00E+00
