sub26_hi.csv,4650,4020,4670,4470,4210,3830,4140,4580,4690,4290,4100,4470,4540,4290,8
sub29_hi.csv,4060,4090,4080,4190,4930,4070,4290,4350,4390,3990,4510,4610,4710,4670,6
sub07_hi.csv,4420,3970,4540,3960,4700,4330,4320,4010,3640,4140,4200,4210,4310,4250,5
sub48_hi.csv,4170,4090,4090,4170,4600,4040,4310,4330,4390,4030,4510,4680,4670,4690,7
sub14_hi.csv,4190,4110,4080,4160,4580,4060,4330,4410,4370,4020,4540,4670,4660,4670,7
sub03_hi.csv,4240,4240,3870,4110,4600,4950,4700,4070,4160,4210,4200,4730,4230,4420,5
sub19_hi.csv,4200,4190,3760,4070,4540,4880,4670,4000,4110,4170,4240,4740,4210,4440,5
sub43_hi.csv,4390,3920,4490,3910,4740,4290,4270,3920,3590,4170,4120,4180,4210,4300,7
sub02_hi.csv,4640,4030,4620,4450,4200,3830,4150,4580,4720,4290,4080,4400,4510,4290,5
sub04_hi.csv,3890,4140,4130,4260,4630,4080,4330,4350,4450,3890,4500,4730,4720,4720,5
sub19_hi.csv,4220,4220,3870,4090,4550,4880,4610,4040,4100,4160,4210,4730,4230,4450,5
sub08_hi.csv,4540,4700,4430,4590,4320,4550,4560,4370,4310,4920,4570,4560,4680,4490,7
sub40_hi.csv,4070,3850,4450,3880,4610,4250,4220,3900,3550,4130,4140,4110,4190,4200,5
sub33_hi.csv,7650,7760,7760,7720,7940,7640,7270,7740,4730,649,647,2980,649,7690,5
sub39_hi.csv,4210,4180,3770,4070,4530,4880,4630,4040,4120,4160,4180,4740,4180,4430,8
sub24_hi.csv,4520,4750,4400,4590,4310,4550,4390,4340,4280,4850,4480,4530,4580,4440,7
sub47_hi.csv,4540,4690,4440,4660,4370,4510,4360,4320,4300,4870,4490,4550,4660,4490,8
sub20_hi.csv,4170,4140,4090,4210,4660,4050,4280,4360,4390,4020,4550,4680,4650,4700,8
sub36_hi.csv,4580,4890,4680,4630,4260,4640,4610,4320,4270,4930,4420,4390,4440,4650,8
sub14_hi.csv,4060,4360,4150,4220,4660,4110,4360,4420,4380,4100,4620,4710,4760,4770,7
sub07_hi.csv,4580,4020,4550,3980,4720,4330,4330,3990,3670,4290,4190,4200,4290,4270,5
sub41_hi.csv,4250,4220,3820,4120,4590,4910,4680,4380,4180,4180,4240,4750,4250,4460,6
sub11_hi.csv,4650,4040,4580,4460,4210,3850,4170,4610,4720,4300,4100,4460,4520,4290,5
sub11_hi.csv,4630,4020,4550,4340,4240,3830,4180,4570,4670,4230,4080,4510,4510,4300,5
sub43_hi.csv,4470,4000,4560,3990,4680,4340,4290,3970,3640,4190,4190,4220,4250,4300,7
sub09_hi.csv,4630,4000,4580,4410,4210,3830,4150,4540,4700,4260,4100,4550,4540,4260,7
sub09_hi.csv,4670,4050,4580,4440,4220,3850,4230,4600,4720,4290,4080,4450,4560,4290,7
sub23_hi.csv,4220,4180,3830,4090,4550,4860,4660,4030,4120,4170,4200,4750,4220,4470,5
sub12_hi.csv,4580,4040,4620,4060,4810,4440,4390,3940,3560,4210,4320,4400,4410,4600,6
sub37_hi.csv,4540,4750,4420,4600,4310,4530,4470,4340,4260,4860,4500,4460,4620,4440,8
sub27_hi.csv,4310,4410,3900,4230,4610,4980,4760,4160,4220,4260,4290,4830,4210,4490,4
