sub13_hi.csv,4430,3960,4560,3930,4720,4330,4260,3990,3630,4230,4230,4250,4330,4260,7
sub34_hi.csv,4600,3990,4520,4420,4230,3860,4200,4580,4690,4290,4080,4410,4540,4290,9
sub26_hi.csv,4660,4140,4600,4460,4230,3850,4110,4540,4650,4210,4010,4400,4390,4170,8
sub29_hi.csv,4110,4120,4090,4210,4590,4030,4290,4320,4370,4010,4520,4660,4590,4670,6
sub09_hi.csv,4660,4070,4590,4490,4230,3830,4170,4590,4710,4270,4080,4440,4490,4270,7
sub37_hi.csv,4540,4700,4370,4560,4320,4540,4460,4370,4290,4800,4490,4550,4560,4450,8
sub25_hi.csv,4570,4810,4530,4620,4320,4560,4450,4360,4320,4920,4530,4540,4630,4490,4
sub14_hi.csv,4040,4100,4090,4140,4620,4060,4320,4280,4390,4020,4510,4630,4630,4670,7
sub04_hi.csv,4260,4140,4150,4370,4780,4070,4340,4370,4410,4070,4310,4720,4740,4730,5
sub01_hi.csv,4380,3950,4640,4570,4280,3900,4160,4640,4820,4370,4200,4590,4570,4320,8
sub38_hi.csv,4240,4200,865,4100,4590,4890,4690,4010,4140,4190,4250,4780,4230,4500,5
sub11_hi.csv,4720,3830,4600,4430,4200,3870,4180,4620,4700,4260,4120,4460,4540,4300,5
sub47_hi.csv,4510,4720,4400,4560,4600,4580,4490,4300,4270,4990,4410,4480,4570,4440,8
sub30_hi.csv,4120,4020,4090,4170,4590,4040,4300,4330,4440,4040,4350,4690,4700,4670,8
sub44_hi.csv,6770,6160,6870,6350,6510,4860,6810,6430,6150,5670,6400,6470,6540,6650,8
sub20_hi.csv,4170,4320,4100,4210,4540,4090,4340,4360,4420,4050,4540,4700,4710,4720,8
sub13_hi.csv,4410,3910,4480,3840,4640,4340,4270,3880,3590,4310,4140,4140,4230,4350,7
sub04_hi.csv,4140,4100,4120,4140,4600,4080,3820,4370,4390,4030,4530,4680,4680,4690,5
sub11_hi.csv,4610,4010,4520,4390,4230,3790,4100,4530,4620,4240,4030,4370,4490,4240,5
sub31_hi.csv,4180,4190,3820,4100,4540,4890,4650,4070,4130,4180,4240,4740,4220,4480,6
sub26_hi.csv,4660,4060,4610,4460,4240,3850,4140,4600,4710,4290,4100,4490,4520,4280,8
sub33_hi.csv,4620,4010,4580,4440,4200,3830,4190,4560,4670,4260,4070,4430,4510,4260,5
sub06_hi.csv,4350,3990,4540,3930,4720,4340,4310,3970,3680,4140,4180,4150,4190,4230,7
sub17_hi.csv,4170,4080,4100,4210,4600,4070,4300,4330,4370,4030,4540,4680,4670,4720,9
sub02_hi.csv,4620,3900,4620,4410,4220,3840,4170,4570,4670,4290,4010,4420,4430,4310,5
sub09_hi.csv,4620,4040,4570,4460,4200,3830,4100,4570,4720,4310,4070,4350,4540,4260,7
sub45_hi.csv,4220,4150,4120,4050,4630,4060,4300,4180,4380,4000,4590,4760,4810,5030,8
sub36_hi.csv,4630,4730,4510,4620,4280,4520,4500,4330,4280,4910,4570,4570,4740,4470,8
sub41_hi.csv,4170,4220,3820,4120,4570,4930,4660,3980,4120,4180,4180,4710,4150,4430,6
sub45_hi.csv,4210,4020,4060,4240,4550,4040,4290,4350,4410,4020,4550,4660,4720,4740,8
sub07_hi.csv,4420,3960,4550,3960,4670,4330,4360,4010,3700,4230,4200,4200,4290,4270,5
sub47_hi.csv,4560,4760,4440,4620,4360,4570,4540,4370,4310,4910,4490,4540,4630,4450,8
sub01_hi.csv,4540,3930,4520,4450,4110,3800,4150,4550,4640,4200,4000,4360,4480,4190,8
sub42_hi.csv,4500,4040,4590,4000,4720,4350,4370,4030,3670,4220,4230,4230,4260,4340,4
sub33_hi.csv,4640,4000,4580,4420,4140,3900,4220,4630,4760,4390,4310,4520,5410,4400,5
sub13_hi.csv,4800,4010,4550,3940,4740,4360,4290,4000,3670,4230,4200,4230,4360,4470,7
sub24_hi.csv,4520,4650,4420,4580,4280,4540,4510,4340,4250,4830,4470,4510,4560,4430,7
sub01_hi.csv,4880,4060,4780,4610,4460,3950,4310,4750,4830,4460,4360,4780,4340,4380,8
sub09_hi.csv,4660,4080,4580,4460,4230,3860,4050,4570,4680,4260,4060,4410,4480,4270,7
sub13_hi.csv,5730,4110,4600,3880,4690,4340,4300,4000,3650,4190,4110,4210,4460,5600,7
sub05_hi.csv,4630,4010,4560,4440,4220,3830,4130,4580,4700,4280,4190,4450,4510,4280,6
sub06_hi.csv,4500,3950,4540,3960,4690,4340,4310,3970,3610,4170,4180,4200,4200,4250,7
sub34_hi.csv,4630,4040,4560,4440,3360,3870,4100,4570,4660,4270,4070,4530,4520,4250,9
sub17_hi.csv,4130,4080,4110,4210,4620,4060,4300,4350,4430,4050,4540,4680,4690,4710,9
sub11_hi.csv,4650,4020,4620,4440,4220,3810,4140,4560,4690,4300,4100,4480,4560,4300,5
sub48_hi.csv,4170,4120,4100,4230,4590,4050,4320,4340,4370,3990,4490,4660,4580,4680,7
sub15_hi.csv,4180,3740,4310,3790,4500,4150,4060,3770,3470,4000,3980,3970,3940,4290,6
sub36_hi.csv,4600,4780,4530,4660,4260,4530,4480,4310,4210,5230,4460,4520,4620,4200,8
sub09_hi.csv,4650,4020,4590,4400,4210,3860,4160,4590,4710,4290,4090,4400,4520,4250,7
sub19_hi.csv,4200,4250,3780,4130,4550,4890,4670,4040,4130,4170,4180,4730,4170,4440,5
sub11_hi.csv,4620,4020,4560,4460,4220,3860,4140,4580,4690,4250,4080,4400,4480,4270,5
sub07_hi.csv,4370,3970,4530,3960,4690,4330,4320,3970,3680,4100,4150,4200,4280,4240,5
sub23_hi.csv,4210,4220,4020,4090,4530,4890,4660,4060,4110,4160,4200,4750,4200,4440,5
sub34_hi.csv,4590,4000,4510,4420,4220,3850,4140,4570,4650,4260,4130,4370,4490,4280,9
sub47_hi.csv,4560,4810,4470,4640,4330,4550,4480,4360,4280,4860,4490,4600,4600,4500,8
sub43_hi.csv,4450,3990,4540,3980,4690,4320,4340,3950,3620,4170,4160,4190,4230,4280,7
sub07_hi.csv,4490,3940,4510,3940,4650,4290,4300,3970,3670,4370,4140,4140,4250,4190,5
sub32_hi.csv,4190,4180,3820,4090,4550,4880,4630,4010,4070,4090,4190,4700,4110,4360,7
sub09_hi.csv,4650,4020,4570,4430,4210,3820,4140,4590,4710,4300,4120,4440,4530,4270,7
sub01_hi.csv,4570,3910,4590,4420,4300,3840,4180,4600,4710,4310,4120,4380,4520,4290,8
sub43_hi.csv,4560,3940,4470,3920,4780,4300,4250,3920,3580,4200,4100,4150,4210,4270,7
sub40_hi.csv,4400,3950,4520,3960,4670,4310,4260,3950,3580,4160,4180,4190,4190,4270,5
sub26_hi.csv,4610,4020,4600,4430,4230,3850,4150,4540,4680,4260,4090,4430,4480,4250,8
